radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averagesignal
NR,505,3,23371,6447587435,-1,145.0254,-37.3373,1000,11,1,1743357729,1743828132,0
NR,505,3,23371,6447587403,-1,145.0284,-37.3335,1000,7,1,1743357749,1743828132,0
NR,505,3,23371,6447587395,-1,145.0334,-37.3247,706,25,1,1743357769,1743828133,0
NR,505,3,23371,6447587393,-1,145.0463,-37.3169,1000,17,1,1743357819,1743828133,0
NR,505,3,23371,6447587401,-1,145.0517,-37.3063,1000,16,1,1743357869,1743828133,0
NR,505,3,23371,6447587433,-1,145.0536,-37.3003,1000,6,1,1743357909,1743828133,0
NR,505,3,23371,6456991826,-1,145.0657,-37.2143,1000,6,1,1743358239,1743828135,0
NR,505,3,23371,6456987722,-1,145.0665,-37.2117,1000,6,1,1743358249,1743828135,0
NR,505,3,23371,6456987754,-1,145.0677,-37.2091,1000,6,1,1743358259,1743828135,0
NR,505,3,23371,6456774762,-1,145.0999,-37.0402,1000,8,1,1743358929,1743828138,0
NR,505,2,27504,7517958211,-1,153.05,-27.4633,1000,3,1,1743132222,1743987002,0
NR,505,2,27504,7519973441,-1,153.0491,-27.4641,1000,8,1,1743132252,1749648604,0
NR,505,2,27504,7519973457,-1,153.0471,-27.4664,1000,13,1,1743132291,1749648604,0
NR,505,2,27504,7519973458,-1,153.0464,-27.4668,1000,6,1,1743132351,1749690301,0
NR,505,2,27504,7519973443,-1,153.0444,-27.4658,1000,4,1,1743132412,1743987002,0
NR,505,2,27504,7517450321,-1,153.0322,-27.4599,1000,11,1,1743132702,1749887521,0
NR,505,2,27504,7520976977,-1,153.0331,-27.4622,1000,1,1,1743132722,1743132722,0
NR,505,2,27504,7519883346,-1,153.0315,-27.4624,1000,10,1,1743132742,1749887521,0
NR,505,2,27504,7521509458,-1,153.0303,-27.4643,1000,2,1,1743132762,1749887463,0
NR,505,2,27504,7519883347,-1,153.0312,-27.463,1000,12,1,1743132771,1749887521,0
NR,505,2,27504,7517450323,-1,153.0308,-27.464,1000,6,1,1743132832,1749887463,0
NR,505,2,27504,7517429841,-1,153.0295,-27.465,1000,17,1,1743132852,1749887463,0
NR,505,2,27504,7519895634,-1,153.0278,-27.4666,1000,10,1,1743132902,1749887463,0
NR,505,2,27504,7519895635,-1,153.0246,-27.4687,1000,15,1,1743133072,1749887463,0
NR,505,2,27504,7519895571,-1,153.0229,-27.4698,1000,4,1,1743133158,1743987002,0
NR,505,2,27504,7518040139,-1,153.0224,-27.4704,1000,4,1,1743133178,1744544360,0
NR,505,2,27504,7522238537,-1,153.0214,-27.4718,1000,13,1,1743133189,1744544360,0
NR,505,2,27504,7519350859,-1,153.0192,-27.4734,1000,2,1,1743133248,1743987003,0
NR,505,2,27504,7517143122,-1,153.0189,-27.4736,1000,1,1,1743133268,1743133268,0
NR,505,2,27504,7517143058,-1,153.0179,-27.4742,1000,5,1,1743133278,1743987003,0
NR,505,2,27504,7522242578,-1,153.0181,-27.4741,1000,2,1,1743133308,1743987003,0
NR,505,2,27504,7516700691,-1,153.0165,-27.475,1000,2,1,1743133338,1743987003,0
NR,505,2,27504,7516700747,-1,153.0157,-27.4753,1000,3,1,1743133408,1743987003,0
NR,505,2,27504,7518453779,-1,153.0147,-27.4759,1000,2,1,1743133428,1743987003,0
NR,505,2,27504,7516459081,-1,153.0142,-27.4761,1000,2,1,1743133438,1743987003,0
